,text,labels,productCode,productName,oldCategory,oldType,productCategory,WRONG,asdadsa,ingredientList
28,"10292704Walmart Nabisco Original Grahams Crackers, 144 Oz pantry candy & snacks snacks, chips, salsas & dips unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), graham flour (whole grain wheat flour), sugar, canola oil, molasses, palm oil, leavening (baking soda , calcium phosphate), salt",cookies & crackers,10292704Walmart,"Nabisco Original Grahams Crackers, 144 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), graham flour (whole grain wheat flour), sugar, canola oil, molasses, palm oil, leavening (baking soda , calcium phosphate), salt"
29,"10292706Walmart Nabisco Honey Maid Low Fat Cinnamon Graham Crackers, 144 Oz pantry candy & snacks snacks, chips, salsas & dips unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), graham flour (whole grain wheat flour), sugar, canola oil, molasses, honey, leavening (baking soda , calcium phosphate), salt, emulsifier (datem), cinnamon, soy lecithin, dextrose, natural flavor",cookies & crackers,10292706Walmart,"Nabisco Honey Maid Low Fat Cinnamon Graham Crackers, 144 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), graham flour (whole grain wheat flour), sugar, canola oil, molasses, honey, leavening (baking soda , calcium phosphate), salt, emulsifier (datem), cinnamon, soy lecithin, dextrose, natural flavor"
30,"10292712Walmart Nabisco Honey Maid Chocolate Chip Teddy Graham Snacks, 10 Oz pantry candy & snacks snacks, chips, salsas & dips graham flour (whole grain wheat flour), enriched unbleached flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), sugar, canola oil, cornstarch, palm kernel oil, cocoa (processed with alkali), dextrose, calcium carbonate (source of calcium), maltodextrin, baking soda, salt, palm oil, soy lecithin, natural and artificial flavor, confectioner's glaze, dextrin, carnauba wax",cookies & crackers,10292712Walmart,"Nabisco Honey Maid Chocolate Chip Teddy Graham Snacks, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"graham flour (whole grain wheat flour), enriched unbleached flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), sugar, canola oil, cornstarch, palm kernel oil, cocoa (processed with alkali), dextrose, calcium carbonate (source of calcium), maltodextrin, baking soda, salt, palm oil, soy lecithin, natural and artificial flavor, confectioner's glaze, dextrin, carnauba wax"
31,"10292718Walmart Nabisco Nutter Butter Creme Patties, 105 Oz pantry candy & snacks snacks, chips, salsas & dips unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), peanut butter (peanuts, hydrogenated rapeseed , cottonseed , soybean oils, salt, peanut oil), sugar, palm oil, dextrose, cornstarch, salt, soy lecithin, baking soda",cookies & crackers,10292718Walmart,"Nabisco Nutter Butter Creme Patties, 105 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), peanut butter (peanuts, hydrogenated rapeseed , cottonseed , soybean oils, salt, peanut oil), sugar, palm oil, dextrose, cornstarch, salt, soy lecithin, baking soda"
32,"10292722Walmart Oreo Chocolate Sandwich Cookies, 52 oz pantry candy & snacks snacks, chips, salsas & dips unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), sugar, palm , canola oil, cocoa (processed with alkali), high fructose corn syrup, leavening (baking soda , calcium phosphate), salt, soy lecithin, chocolate, artificial flavor",cookies & crackers,10292722Walmart,"Oreo Chocolate Sandwich Cookies, 52 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), sugar, palm , canola oil, cocoa (processed with alkali), high fructose corn syrup, leavening (baking soda , calcium phosphate), salt, soy lecithin, chocolate, artificial flavor"
33,"10292723Walmart Nabisco Newton's Soft Chewy Fig Cookies, 8 Oz pantry candy & snacks snacks, chips, salsas & dips figs, whole grain wheat flour, invert sugar, unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), corn syrup, sugar, canola oil, palm oil, salt, baking soda, calcium lactate, malic acid, soy lecithin, sodium benzoate and sulfur dioxide (sulfites) added to preserve freshness, natural flavor, artificial flavor",cookies & crackers,10292723Walmart,"Nabisco Newton's Soft Chewy Fig Cookies, 8 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"figs, whole grain wheat flour, invert sugar, unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), corn syrup, sugar, canola oil, palm oil, salt, baking soda, calcium lactate, malic acid, soy lecithin, sodium benzoate and sulfur dioxide (sulfites) added to preserve freshness, natural flavor, artificial flavor"
34,"10292724Walmart Nabisco Chips Ahoy Chocolate Chip Cookies Convenience Pack, 6 oz pantry candy & snacks snacks, chips, salsas & dips unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), semisweet chocolate chips (sugar, chocolate, cocoa butter, dextrose, milk, soy lecithin), sugar, canola oil, palm oil, high fructose corn syrup, leavening (baking soda, ammonium phosphate), salt, artificial flavor, caramel color, natural flavor",cookies & crackers,10292724Walmart,"Nabisco Chips Ahoy Chocolate Chip Cookies Convenience Pack, 6 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), semisweet chocolate chips (sugar, chocolate, cocoa butter, dextrose, milk, soy lecithin), sugar, canola oil, palm oil, high fructose corn syrup, leavening (baking soda, ammonium phosphate), salt, artificial flavor, caramel color, natural flavor"
35,"10292730Walmart Nabisco Wheat Thins Big Snacks, 8 Oz pantry candy & snacks snacks, chips, salsas & dips whole grain wheat flour, canola oil, sugar, cornstarch, malt syrup (from corn and barley), salt, refiner's syrup, leavening (calcium phosphate and baking soda)bht added to packaging material to preserve freshness",cookies & crackers,10292730Walmart,"Nabisco Wheat Thins Big Snacks, 8 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"whole grain wheat flour, canola oil, sugar, cornstarch, malt syrup (from corn and barley), salt, refiner's syrup, leavening (calcium phosphate and baking soda)bht added to packaging material to preserve freshness"
36,"10292792Walmart Nabisco HandiSnacks Oreo Cookie Sticks 'N Crme Dip Snack Packs, 1 Oz, 6 Count pantry candy & snacks snacks, chips, salsas & dips oreo cookie sticks unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), sugar, canola oil, cocoa (processed with alkali), high fructose corn syrup, baking soda, salt, soy lecithin, chocolate, artificial flavor, creme dip sugar, canola , palm , palm kernel oil, artificial color, soy lecithin, artificial flavor",cookies & crackers,10292792Walmart,"Nabisco HandiSnacks Oreo Cookie Sticks 'N Crme Dip Snack Packs, 1 Oz, 6 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"oreo cookie sticks unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), sugar, canola oil, cocoa (processed with alkali), high fructose corn syrup, baking soda, salt, soy lecithin, chocolate, artificial flavor, creme dip sugar, canola , palm , palm kernel oil, artificial color, soy lecithin, artificial flavor"
37,"10292794Walmart Nabisco HandiSnacks Premium Breadsticks 'N Cheesy Dip Snack Packs, 109 Oz, 6 Count pantry candy & snacks snacks, chips, salsas & dips premium breadsticksenriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), sugar, palm oil, salt, cheddar cheese powder (milk, cheese cultures, salt, enzymes), nonfat milk, yeast extract, baking soda, sodium phosphate, cream, annatto extract, lactic acid, cheese dip whey, water, canola oil, cheddar cheese (pasteurized milk, cheese culture, salt, enzymes), whey protein concentrate, milk protein concentrate, milk, salt, malto",cookies & crackers,10292794Walmart,"Nabisco HandiSnacks Premium Breadsticks 'N Cheesy Dip Snack Packs, 109 Oz, 6 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"premium breadsticksenriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), sugar, palm oil, salt, cheddar cheese powder (milk, cheese cultures, salt, enzymes), nonfat milk, yeast extract, baking soda, sodium phosphate, cream, annatto extract, lactic acid, cheese dip whey, water, canola oil, cheddar cheese (pasteurized milk, cheese culture, salt, enzymes), whey protein concentrate, milk protein concentrate, milk, salt, malto"
38,"10292955Walmart Herdez Salsa Casera Hot, 7 Ounce pantry candy & snacks snacks, chips, salsas & dips tomatoes, onions, serrano peppers, iodized salt and cilantro","salsas, dips & spreads",10292955Walmart,"Herdez Salsa Casera Hot, 7 Ounce",pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads","tomatoes, onions, serrano peppers, iodized salt and cilantro"
39,"10292957Walmart Herdez Salsa Verde, 7 Ounce pantry candy & snacks snacks, chips, salsas & dips green tomato, chile peppers, onions, iodized salt, cilantro and xanthan gum","salsas, dips & spreads",10292957Walmart,"Herdez Salsa Verde, 7 Ounce",pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads","green tomato, chile peppers, onions, iodized salt, cilantro and xanthan gum"
40,"10293126Walmart Entenmann's Original Recipe Chocolate Chip Cookies, Soft Baked, 12 oz pantry candy & snacks snacks, chips, salsas & dips sugar, chocolate chips sugar, chocolate liquor, cocoa butter, dextrose, chocolate liquor (processed with alkali), soy lecithin, vanillin, vanilla extract, wheat flour, bleached wheat flour, palm oil, water, invert sugar, wheat starch, soybean oil, eggs, molasses, modified cornstarch, salt, whey, baking soda, artificial flavors, guar gum, carob bean gum",cookies & crackers,10293126Walmart,"Entenmann's Original Recipe Chocolate Chip Cookies, Soft Baked, 12 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"sugar, chocolate chips sugar, chocolate liquor, cocoa butter, dextrose, chocolate liquor (processed with alkali), soy lecithin, vanillin, vanilla extract, wheat flour, bleached wheat flour, palm oil, water, invert sugar, wheat starch, soybean oil, eggs, molasses, modified cornstarch, salt, whey, baking soda, artificial flavors, guar gum, carob bean gum"
41,"10293127Walmart Entenmann's Little Bites Blueberry Mini Muffins, 5 pouches pantry candy & snacks snacks, chips, salsas & dips sugar, bleached wheat flour, soybean oil, eggs, blueberries, water, glycerin, modified cornstarch, whey (milk), leavening (baking soda, sodium phosphate, sodium acid pyrophosphate, monocalcium phosphate), natural flavor, salt, mono and diglycerides, corn flour, potassium sorbate (preservative), sodium stearoyl lactylate, soy lecithin, sorbitan monostearate, xanthan gum, polysorbate 60, cellulose gum, cornstarch, calcium sulfate, calcium phosphate, whey protein concentrate",miscellaneous snacks,10293127Walmart,"Entenmann's Little Bites Blueberry Mini Muffins, 5 pouches",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"sugar, bleached wheat flour, soybean oil, eggs, blueberries, water, glycerin, modified cornstarch, whey (milk), leavening (baking soda, sodium phosphate, sodium acid pyrophosphate, monocalcium phosphate), natural flavor, salt, mono and diglycerides, corn flour, potassium sorbate (preservative), sodium stearoyl lactylate, soy lecithin, sorbitan monostearate, xanthan gum, polysorbate 60, cellulose gum, cornstarch, calcium sulfate, calcium phosphate, whey protein concentrate"
42,"10293128Walmart Entenmann's Little Bites Fudge Brownie Mini Muffins, 5 pouches pantry candy & snacks snacks, chips, salsas & dips sugar, eggs, bleached wheat flour, soybean oil, water, corn syrup, chocolate liquor, palm oil, cocoa (processed with alkali), fructose, whey, salt, artificial flavor, whey protein concentrate, propylene glycol esters of fatty acids, mono and diglycerides, sodium stearoyl lactylate, locust bean gum, xanthan gum, cellulose gum",miscellaneous snacks,10293128Walmart,"Entenmann's Little Bites Fudge Brownie Mini Muffins, 5 pouches",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"sugar, eggs, bleached wheat flour, soybean oil, water, corn syrup, chocolate liquor, palm oil, cocoa (processed with alkali), fructose, whey, salt, artificial flavor, whey protein concentrate, propylene glycol esters of fatty acids, mono and diglycerides, sodium stearoyl lactylate, locust bean gum, xanthan gum, cellulose gum"
43,"10293724Walmart Snyder's of Hanover Sourdough Nibbler Pretzels Family Size, 16 Oz pantry candy & snacks snacks, chips, salsas & dips enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, salt, yeast, natural flavor, vitamin e (mixed tocopherols) added to preserve freshness, soda",miscellaneous snacks,10293724Walmart,"Snyder's of Hanover Sourdough Nibbler Pretzels Family Size, 16 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, salt, yeast, natural flavor, vitamin e (mixed tocopherols) added to preserve freshness, soda"
44,"10293728Walmart Snyder's of Hanover Pretzel Sticks Family Size, 16 Oz pantry candy & snacks snacks, chips, salsas & dips enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, malt (tapioca syrup, malt extract), salt, canola oil, yeast, soda",miscellaneous snacks,10293728Walmart,"Snyder's of Hanover Pretzel Sticks Family Size, 16 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, malt (tapioca syrup, malt extract), salt, canola oil, yeast, soda"
45,"10295207Walmart Little Debbie Family Pack Honey Buns, 106 oz pantry candy & snacks snacks, chips, salsas & dips enriched bleached flour (wheat flour, barley malt, niacin, reduced iron, thiamin mononitrate vitamin b1, riboflavin vitamin b2, folic acid), water, sugar, palm oil, dextrose, partially hydrogenated soybean and cottonseed oil with tbhq to preserve flavor, yeast contains 2% or less of each of the following soy flour, nonfat dry milk, dried honey, eggs, cinnamon, cocoa, wheat starch, partially hydrogenated soybean , cottonseed oil, leavening (baking soda, sodium acid pyrophosphate), corn starch, soybean oil, s",miscellaneous snacks,10295207Walmart,"Little Debbie Family Pack Honey Buns, 106 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"enriched bleached flour (wheat flour, barley malt, niacin, reduced iron, thiamin mononitrate vitamin b1, riboflavin vitamin b2, folic acid), water, sugar, palm oil, dextrose, partially hydrogenated soybean and cottonseed oil with tbhq to preserve flavor, yeast contains 2% or less of each of the following soy flour, nonfat dry milk, dried honey, eggs, cinnamon, cocoa, wheat starch, partially hydrogenated soybean , cottonseed oil, leavening (baking soda, sodium acid pyrophosphate), corn starch, soybean oil, s"
46,"10295209Walmart Little Debbie Family Pack Swiss Cake Rolls Snack Cakes, 13 oz pantry candy & snacks snacks, chips, salsas & dips sugar, corn syrup, water, enriched bleached flour (wheat flour, niacin, reduced iron, thiamin mononitrate vitamin b1, riboflavin vitamin b2, folic acid), palm and soybean oils with tbhq and citric acid to protect flavor, dextrose, palm and palm kernel oil contains 2% or less of each of the following soy flour, cocoa, soybean oil, eggs, corn starch, whey (milk), leavening (baking soda, sodium aluminum phosphate), salt, sorbitan monostearate, colors (yellow 5, red 40, blue1), sorbic acid (to preserve freshnes",miscellaneous snacks,10295209Walmart,"Little Debbie Family Pack Swiss Cake Rolls Snack Cakes, 13 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"sugar, corn syrup, water, enriched bleached flour (wheat flour, niacin, reduced iron, thiamin mononitrate vitamin b1, riboflavin vitamin b2, folic acid), palm and soybean oils with tbhq and citric acid to protect flavor, dextrose, palm and palm kernel oil contains 2% or less of each of the following soy flour, cocoa, soybean oil, eggs, corn starch, whey (milk), leavening (baking soda, sodium aluminum phosphate), salt, sorbitan monostearate, colors (yellow 5, red 40, blue1), sorbic acid (to preserve freshnes"
47,"10295251Walmart Little Debbie Big Pack Nutty Bars 12 CT pantry candy & snacks snacks, chips, salsas & dips dextrose, peanut butter, enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate vitamin b1, riboflavin vitamin b2, folic acid), sugar, palm and soybean oils with tbhq and citric acid to protect flavor, palm and palm kernel oil, water, contains 2% or less of each of the following soy flour, cocoa, soybean oil, salt, corn starch, soy lecithin, baking soda, mono- and diglycerides, citric acid, artificial flavor, whey (milk), egg whites",cookies & crackers,10295251Walmart,Little Debbie Big Pack Nutty Bars 12 CT,pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"dextrose, peanut butter, enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate vitamin b1, riboflavin vitamin b2, folic acid), sugar, palm and soybean oils with tbhq and citric acid to protect flavor, palm and palm kernel oil, water, contains 2% or less of each of the following soy flour, cocoa, soybean oil, salt, corn starch, soy lecithin, baking soda, mono- and diglycerides, citric acid, artificial flavor, whey (milk), egg whites"
